名前,名前（カナ）,詳細業種,紹介文,郵便番号,住所,電話番号,公式URL,最寄駅,タウンページ詳細ページ
"タルタ動物病院","タルタドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/Z526135__ペットトリミング/Z526500__ペット美容室/Z527100__ペットホテル/","南島原市の犬猫の病院。
納得できる診療を。","長崎県南島原市加津佐町己","0957-87-3115","","https://itp.ne.jp/info/427642400500000899/"
"マーレ動物クリニック","マーレドウブツクリニック","Z265725__獣医師/Z426150__動物病院/","夜間救急対応の動物病院　　　　
年中無休、休日診療有り","千葉県館山市北条","0470-25-3338","http://mare-clinic.com/","https://itp.ne.jp/info/128544452200000899/"
"あら動物病院","アラドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","ペット達の健康を一緒に考え
親切・丁寧に診療いたします","福島県福島市吉倉字谷地","024-546-8630","http://douga-plus.itp.ne.jp/embed/8lbegY5HgM","https://itp.ne.jp/info/070830406000000899/"
"みどり動物病院","ミドリドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","日曜(第1・第3日曜以外)、祝日も15時まで診療しております","愛媛県松山市余戸南５丁目","089-972-1030","https://ameblo.jp/siromidoyucky-46310-cani","https://itp.ne.jp/info/381530849086930140/"
"石山動物病院","イシヤマドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","新潟県新潟市東区の動物病院
●獣医師／石川　修三　石川　安津子","新潟県新潟市東区東中野山１丁目","025-277-4427","http://www.ishiyama-ah.com/","https://itp.ne.jp/info/150551407000000899/"
"中條動物病院","ナカジョウドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","大きな安心を家族のために。
郡山市《総合南東北病院すぐそば》","福島県郡山市八山田６丁目","024-934-5544","","https://itp.ne.jp/info/074009716000000899/"
"あすなろ動物病院","アスナロドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","病気のことはもちろん、
予防やしつけなどお気軽にご相談ください","青森県むつ市下北町","0175-22-1189","http://asunaroah.blog.fc2.com","https://itp.ne.jp/info/023739092000000899/"
"住吉どうぶつ病院","スミヨシドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","中央道多治見インター近く、オートバックス多治見店すぐ南","岐阜県多治見市住吉町５丁目","0572-23-2523","http://www.sumiyoshi-animal.jp/","https://itp.ne.jp/info/219753504156920850/"
"シャーロック動物病院","シャーロックドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","青森県おいらせ町のシャーロック動物病院　
土・日・祝日も診療！","青森県上北郡おいらせ町鶉久保","0176-57-5611","https://sherlock-ah.jp/","https://itp.ne.jp/info/027834653165920790/"
"もんべつ動物病院","モンベツドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","紋別市の動物病院
犬、猫、うさぎ、鳥、その他小動物の診療","北海道紋別市渚滑町元新３丁目","0158-23-2190","https://asp2.viaplatz.com/vpz/main/embp/?coid=11924&st=0&fmt=hls&br=750000&is_guest=YES&pghash=c454f2c33dac&is_embed=yes","https://itp.ne.jp/info/015064412000000899/"
"はる動物病院","ハルドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","新潟市東区の動物病院　日曜祝日も診療しています。","新潟県新潟市東区中野山７丁目","025-385-7834","https://haru-ah.sakuraweb.com","https://itp.ne.jp/info/520000117367390001/"
"カトウ動物病院","カトウドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","犬・猫の総合診療/予防医療/専門診療（腫瘍・消化器・血液）","長崎県諫早市長野町","0957-24-1803","https://pet-kato.com/","https://itp.ne.jp/info/421363099400000899/"
"こうほく動物病院","コウホクドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","インフォームドコンセントを大事にする
秋田市のこうほく動物病院","秋田県秋田市土崎港北７丁目","018-847-1330","http://www.minatokita.com/","https://itp.ne.jp/info/058159823000000899/"
"中條動物病院本宮医院","ナカジョウドウブツビョウインモトミヤイイン","Z265725__獣医師/Z426150__動物病院/","大きな安心を家族のために。
本宮市役所前　中條動物病院","福島県本宮市本宮字栄田","0243-34-4144","","https://itp.ne.jp/info/079559746000000899/"
"たがわ動物クリニック","タガワドウブツクリニック","Z265725__獣医師/Z426150__動物病院/","日曜日も診療いたします！
しつけ教室も行っています！","福岡県田川市大字糒","0947-44-8600","http://www.okabe-vet.com/","https://itp.ne.jp/info/407933416104251990/"
"さがえ動物病院","サガエドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","ペットも家族の一員です　
ペットの健康管理はさがえ動物病院で","山形県寒河江市大字日田字五反","0237-84-4818","","https://itp.ne.jp/info/064126485000000899/"
"動物病院ヘルスペット／本院","ドウブツビョウインヘルスペット／ホンイン","Z527100__ペットホテル/Z265725__獣医師/Z426150__動物病院/","年中無休の動物病院
夜間急患受付は046-825-1961まで","神奈川県横須賀市日の出町１丁目","046-825-1961","http://www.healthpet.net/","https://itp.ne.jp/info/145366771200000899/"
"さんぺい動物病院","サンペイドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","名寄の動物病院といえば「さんぺい動物病院」
＜犬猫専門の病院＞","北海道名寄市字徳田","01654-9-2677","https://sanpei-animal.com/","https://itp.ne.jp/info/010965145116230180/"
"たけした動物医院","タケシタドウブツイイン","Z527100__ペットホテル/Z265725__獣医師/Z426150__動物病院/","あなたの小さな家族の健康を守ります。","鹿児島県鹿児島市坂之上５丁目","099-261-0639","http://itp.ne.jp/ap/0992610639/","https://itp.ne.jp/info/466286552500000899/"
"ほんむら動物病院","ホンムラドウブツビョウイン","Z426150__動物病院/","あなたの街の動物のお医者さん
旭川の動物病院　ウェルネスプラン","北海道旭川市東光８条１丁目","0166-85-6605","http://hommura-ah.jimdo.com/","https://itp.ne.jp/info/019145525112960080/"
"どんペットクリニック","ドンペットクリニック","Z265725__獣医師/Z426150__動物病院/","平日夜7時まで
日曜・祝日9時～13時まで診療
（水曜休診）","福岡県久留米市国分町","0942-51-8311","https://itp.ne.jp/ap/0942518311/","https://itp.ne.jp/info/409785536187340810/"
"宮本動物病院","ミヤモトドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","ペットとそのご家族みんなの笑顔が見たい・・・","広島県三原市古浜１丁目","0848-62-3434","","https://itp.ne.jp/info/348570125188551810/"
"うんの獣医科病院","ウンノジュウイカビョウイン","Z265725__獣医師/Z426150__動物病院/","交野市星田にある動物病院。
アットホームな病院です！","大阪府交野市星田５丁目","072-894-1790","http://www.unno-veterinaryhospital.com/","https://itp.ne.jp/info/279181437163171200/"
"政岡動物病院","マサオカドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","愛犬・愛猫を良く知るパートナーとして健康をサポートします","鹿児島県鹿児島市吉野町","099-243-6131","http://masaoka-ahp.com/","https://itp.ne.jp/info/464432742500000899/"
"かとう動物病院","カトウドウブツビヨウイン","Z265725__獣医師/Z426150__動物病院/","診療は19時迄OK！
柴田町船岡駅から車で4分のかとう動物病院","宮城県柴田郡柴田町西船迫１丁目","0224-59-3085","","https://itp.ne.jp/info/046571115000000899/"
"くろひめ動物病院","クロヒメドウブツビョウイン","Z426150__動物病院/","女性獣医師がやさしく診療いたします。","長野県上水内郡信濃町大字柏原","026-255-6035","","https://itp.ne.jp/info/208404326109840500/"
"倉内犬猫病院","クラウチイヌネコビョウイン","Z265725__獣医師/Z426150__動物病院/","フレンドリーな雰囲気で最適な診療をいたします。
駐車可・入院可","福岡県北九州市若松区二島５丁目","093-791-4824","","https://itp.ne.jp/info/408466738400000899/"
"山内動物病院","ヤマウチドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","土曜日・日曜日・祝日も診療している宇都宮市の動物病院","栃木県宇都宮市栄町","028-622-3618","","https://itp.ne.jp/info/097120699000000899/"
"動物病院川越","ドウブツビョウインカワゴエ","Z265725__獣医師/Z426150__動物病院/","日曜・祝日も診療している動物病院です
ＪＲ川越駅東口徒歩３分","埼玉県川越市菅原町","049-225-0115","http://www.kawagoe-ah.com/","https://itp.ne.jp/info/117305630141740950/"
"菅原動物病院","スガワラドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","どうぶつにも健康管理を。
併設動物看護士養成校VTカレッジ","宮城県仙台市宮城野区福住町","022-258-9490","http://www.sdb.ne.jp/","https://itp.ne.jp/info/045569064000000899/"
"こばり動物病院","コバリドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","新潟市西区（旧Ｒ１１６沿い）の動物病院
犬・猫・ハムスター","新潟県新潟市西区小針南台","025-232-5885","http://www.kobari-ah.com/","https://itp.ne.jp/info/158887886000000899/"
"こなか動物病院","コナカドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","犬・猫・小鳥・その他小動物　
土日診療致します（要予約）","青森県青森市西大野４丁目","017-729-2195","http://konaka-ah.com/","https://itp.ne.jp/info/020024717124160660/"
"レオ動物病院","レオドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","和歌山市駅
◎ペットたちの健康をサポートさせて頂きます！◎","和歌山県和歌山市寄合町","073-432-9191","http://www.animalclinic-leo.com/","https://itp.ne.jp/info/307564025300000899/"
"小鳥のセンター病院・池袋院","コトリノセンタービョウインイケブクロイン","Z265725__獣医師/Z426150__動物病院/","小鳥のセンター病院は明るく親切な小鳥の病院です。","東京都豊島区西池袋２丁目","03-5960-3411","https://www.birdpro.co.jp","https://itp.ne.jp/info/132200759028931290/"
"秋山どうぶつ病院","アキヤマドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/Z527100__ペットホテル/","犬猫の診療は丸亀市の秋山どうぶつ病院へ
土日も診察中です","香川県丸亀市城東町２丁目","0877-22-8048","http://akiyama-vet.com/","https://itp.ne.jp/info/373813251110681590/"
"ルナ動物病院","ルナドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/Z526135__ペットトリミング/Z526500__ペット美容室/Z527100__ペットホテル/","三重県津市の動物病院　
土・日も20時30分迄診察","三重県津市押加部町","059-222-5115","http://luna-animal.com/","https://itp.ne.jp/info/246535940138440210/"
"金沢動物病院","カナザワドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","筑西市の金沢動物病院は日曜午前診療有り 往診可 犬・猫専門","茨城県筑西市玉戸","0296-28-8011","","https://itp.ne.jp/info/084338521100000899/"
"やすだ動物病院","ヤスダドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","犬・猫・ウサギ・ハムスターの診療
さいたま市南区 武蔵浦和駅","埼玉県さいたま市南区沼影１丁目","048-844-1818","http://www.yasuda-ah.jp","https://itp.ne.jp/info/117549124200000899/"
"立花動物病院","タチバナドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","兵庫県洲本市
口コミの方が大変多い動物病院です","兵庫県洲本市上物部","0799-22-3577","http://www.tachibana-pet.com/","https://itp.ne.jp/info/282135721400000899/"
"福永動物病院","フクナガドウブツビヨウイン","Z265725__獣医師/Z426150__動物病院/","インフォームドコンセントを心掛けています！　＜保険取扱＞","千葉県四街道市千代田５丁目","043-424-9912","","https://itp.ne.jp/info/120826219100000899/"
"耳成山動物病院","ミミナシヤマドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","往診応需。入院設備完備。
日・祝も診療。ペット美容室有","奈良県橿原市木原町","0744-25-5231","","https://itp.ne.jp/info/510000000000050542/"
"あわづ動物病院","アワヅドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","松原市にある動物病院
心臓病に対しての健康の相談","大阪府松原市立部２丁目","072-336-0099","http://www.awazu-vet.com","https://itp.ne.jp/info/273240531152941730/"
"にしだい動物病院","ニシダイドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","板宿駅、新長田駅、西代駅のほぼ真ん中
各駅より徒歩５分","兵庫県神戸市長田区西代通４丁目","078-631-0008","http://www.nishidai-ah.jp/","https://itp.ne.jp/info/286444807162140070/"
"小鳥のセンター病院・本院","コトリノセンタービョウインホンイン","Z265725__獣医師/Z426150__動物病院/","高い技術と最新の医療機器で
ＢＧＭの流れる明るく親切な病院。","埼玉県川口市前川４丁目","048-266-6661","https://www.birdpro.jp","https://itp.ne.jp/info/115355435163040560/"
"はりま動物病院","ハリマドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","レーザー治療、オゾン療法等々
加古郡播磨町はりま動物病院へ","兵庫県加古郡播磨町東本荘１丁目","079-436-8330","http://www.harima-vh.com/","https://itp.ne.jp/info/286883535136151760/"
"本庄動物病院","ホンジョウドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","三田市にある動物病院
本庄動物病院です。","兵庫県三田市東本庄","079-568-0861","","https://itp.ne.jp/info/283564090400000899/"
"アル動物病院","アルドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","和歌山市の動物病院
眼科治療、指導、飼い方指導、食事管理","和歌山県和歌山市新中島","073-475-2696","http://www.aruah.com/","https://itp.ne.jp/info/309628135300000899/"
"オシバ動物病院","オシバドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","★可愛いペットのホームドクター★","大阪府堺市北区金岡町","072-254-6113","","https://itp.ne.jp/info/276682104300000899/"
"クローバー動物病院","クローバードウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","貝塚市の動物病院
日曜・祝日も診療！
ペットホテル併設（要予約）","大阪府貝塚市澤","072-433-1077","http://clover-animalhos.info/","https://itp.ne.jp/info/276070940116540540/"
"山本動物病院","ヤマモトドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","和歌山県紀の川市の動物病院
犬・猫・鳥　土曜日も診療","和歌山県紀の川市貴志川町長山","0736-64-8717","","https://itp.ne.jp/info/307957055300000899/"
"いけしま動物病院","イケシマドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","ペットも大切なご家族の一員として治療、ケアに努めています。","岡山県岡山市北区一宮山崎","086-284-8666","http://vet-ikeshima.com/","https://itp.ne.jp/info/330314244400000899/"
"藤井動物病院","フジイドウブツビヨウイン","Z265725__獣医師/Z426150__動物病院/Z526135__ペットトリミング/Z527100__ペットホテル/","ペットと暮らす豊かな生活をサポートします！
犬・猫の歯科診療","長崎県大村市池田１丁目","0957-52-1422","","https://itp.ne.jp/info/427993599400000899/"
"酒田医療看護動物病院","サカタイリョウカンゴドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","酒田市の動物病院　
大切な家族であるペットの健康を守ります","山形県酒田市東泉町６丁目","0234-22-2233","http://business4.plala.or.jp/sakadou/","https://itp.ne.jp/info/069784365000000899/"
"安達動物病院","アダチドウブツビヨウイン","Z265725__獣医師/Z426150__動物病院/","稲沢市の動物病院 犬・猫・うさぎ・ハムスター・小鳥等 往診可","愛知県稲沢市高御堂４丁目","0587-21-2915","https://adachi-animal-hospital.jimdo.com/","https://itp.ne.jp/info/236433090300000899/"
"愛和どうぶつクリニック","アイワドウブツクリニック","Z265725__獣医師/Z426150__動物病院/Z526135__ペットトリミング/","霧島市の動物病院　愛和どうぶつクリニック
土曜・日曜日も診療中","鹿児島県霧島市国分清水１丁目","0995-46-7889","http://itp.ne.jp/ap/0995467889/","https://itp.ne.jp/info/462197982500000899/"
"ほーむず動物病院","ホームズドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","越谷駅徒歩８分！土・日・祝日も診療の動物病院
犬・猫・ウサギ他","埼玉県越谷市瓦曽根２丁目","048-969-0250","http://www.homes-ah.com/","https://itp.ne.jp/info/111690064200000899/"
"さくら動物病院","サクラドウブツビョウイン","Z426150__動物病院/","弘前市の動物病院　
わんちゃん・ねこちゃんのホームドクター","青森県弘前市大字神田４丁目","0172-55-0766","https://www.sugar-ac.com/","https://itp.ne.jp/info/024140832197860010/"
"ブン動物病院","ブンドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","●アニコム動物保険対応●しつけ相談可●送迎車（要予約）","埼玉県坂戸市千代田２丁目","049-288-2166","http://www.bun-ah.com/index.html","https://itp.ne.jp/info/115110294200000899/"
"福井獣医科","フクイジュウイカ","Z265725__獣医師/Z426150__動物病院/","土・日・祝　診療あり
東大阪市（西部）にある動物病院です。","大阪府東大阪市永和２丁目","06-6721-2590","http://fukuivet.com/","https://itp.ne.jp/info/279463882300000899/"
"カティー動物病院","カティードウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","北坂戸駅前通りの動物病院　
土曜・日曜も夜７時まで診療。","埼玉県坂戸市伊豆の山町","049-281-2145","https://calendar.google.com/calendar/embed?src=us64tu41ho2161m4rk6gkhvnr4%40group.calendar.google.com&ctz=Asia%2FTokyo","https://itp.ne.jp/info/118171884200000899/"
"西新井動物病院","ニシアライドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","足立区西新井駅・梅島駅
土日も診療の動物病院
ペットホテル併設","東京都足立区関原３丁目","03-3886-1456","","https://itp.ne.jp/info/139351953176431800/"
"にらやま動物病院","ニラヤマドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","伊豆の国市の動物病院◆大切なペットの健康管理はお任せ下さい。","静岡県伊豆の国市中","055-949-7673","https://www.nirayama-ah.com/","https://itp.ne.jp/info/224634458200000899/"
"きしもと動物病院","キシモトドウブツビヨウイン","Z265725__獣医師/Z426150__動物病院/","お話ししましょう！知りたい事、お困りの事
土日祝も診療してます","兵庫県神戸市東灘区深江南町１丁目","078-453-4791","","https://itp.ne.jp/info/281476649300000899/"
"アレス動物医療センター","アレスドウブツイリョウセンター","Z265725__獣医師/Z426150__動物病院/","富山県 高岡市の動物病院
年中無休 ワンランク上の診療を！","富山県高岡市下伏間江","0766-25-2586","http://alles-ah.com/","https://itp.ne.jp/info/166164050186130470/"
"川村動物病院","カワムラドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","富士市の動物病院《犬・猫・小動物・小鳥》　土・日・祝日も診療","静岡県富士市厚原","0545-53-7566","http://ｗｗｗ3.tokai.or.jp/vet_kwmr/","https://itp.ne.jp/info/226435277200000899/"
"大門動物病院","ダイモンドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","福井市　動物病院★ペットの元気は家族の元気！","福井県福井市飯塚町","0776-34-1221","https://zh-cn.facebook.com/fmfukui/posts/654999614531736","https://itp.ne.jp/info/189658109300000899/"
"久保動物病院","クボドウブツビヨウイン","Z265725__獣医師/Z426150__動物病院/","土曜日も7時まで診療しております。","香川県仲多度郡まんのう町四條","0877-75-5691","http://www.shokokai.or.jp/37/374021S0127/index.htm","https://itp.ne.jp/info/376477645400000899/"
"いもと動物病院","イモトドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","日・祝診療の和歌浦の動物病院
犬・猫・ウサギ・ハムスター","和歌山県和歌山市和歌浦西１丁目","073-448-5230","","https://itp.ne.jp/info/305319325300000899/"
"葉山どうぶつ病院","ハヤマドウブツビヨウイン","Z265725__獣医師/Z426150__動物病院/","高水準の獣医療の動物病院(犬・猫）
葉山町","神奈川県三浦郡葉山町堀内","046-875-1199","http://www.hah.co.jp/","https://itp.ne.jp/info/149240291200000899/"
"ミドリペットクリニック","ミドリペットクリニック","Z265725__獣医師/Z426150__動物病院/","安城市・刈谷市・豊田市からも便利！！
あなたの街の動物病院","愛知県安城市緑町２丁目","0566-77-6047","http://blog.goo.ne.jp/14and","https://itp.ne.jp/info/233293730128650680/"
"あすか動物病院","アスカドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","日曜・祝日も診療
あなたのペットのホームドクター","奈良県北葛城郡広陵町馬見中１丁目","0745-54-5050","http://www.asuka-ah.jp","https://itp.ne.jp/info/291702913196540470/"
"梅原ペット病院","ウメハラペットビョウイン","Z018000__犬ねこショップ/Z265725__獣医師/Z426150__動物病院/","【円山駅近く】梅原ペット病院は年中無休・夜間診療可の動物病院","北海道札幌市中央区南４条西２３丁目","011-513-9611","","https://itp.ne.jp/info/013530910000000899/"
"あらい犬猫病院","アライイヌネコビョウイン","Z265725__獣医師/Z426150__動物病院/","富山市の動物病院
女性獣医師・ドッグトレーナーの犬猫病院です","富山県富山市婦中町下轡田","076-465-6177","http://www.e-inuneko.net/","https://itp.ne.jp/info/161902241172540360/"
"平和動物病院","ヘイワドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","稲沢市のトリミングもできる動物病院　
&nbsp;","愛知県稲沢市平和町丸渕下","0567-46-5070","https://www.heiwa-ah.jp/","https://itp.ne.jp/info/238694649200000899/"
"ペットクリニック井上","ペットクリニックイノウエ","Z265725__獣医師/Z426150__動物病院/","鹿沼市・鹿沼駅周辺の思いやりと心くばりの動物病院","栃木県鹿沼市西茂呂２丁目","0289-64-4773","http://www.pcinoue.com/","https://itp.ne.jp/info/092456670100000899/"
"せき動物愛護病院","セキドウブツアイゴビョウイン","Z265725__獣医師/Z426150__動物病院/","羽村市の動物病院・羽村駅東口より5分
日曜午前中も診療","東京都羽村市神明台１丁目","042-579-3816","","https://itp.ne.jp/info/136013777100000899/"
"王寺動物病院","オウジドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","夜間救急診療（22：00～深夜0：00）　年中無休","奈良県北葛城郡王寺町本町４丁目","0745-72-2991","http://www.oji-ah.com/","https://itp.ne.jp/info/290849016300000899/"
"ラスカル動物病院","ラスカルドウブツビョウイン","Z426150__動物病院/","羽曳野市の動物病院はラスカル動物病院へ
土・日、夜も診療","大阪府羽曳野市軽里１丁目","072-957-2160","","https://itp.ne.jp/info/278170237137540210/"
"はやし動物病院","ハヤシドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","☆大切なペットの健康をサポートします！☆","長野県上伊那郡辰野町大字伊那富","0266-44-3022","","https://itp.ne.jp/info/209045909059920090/"
"とよた犬と猫の病院","トヨタイヌトネコノビョウイン","Z265725__獣医師/Z426150__動物病院/","豊田市　イオンスタイル豊田１F　
犬猫動物病院　","愛知県豊田市広路町１丁目","0565-47-1299","https://www.toyota1299.com/","https://itp.ne.jp/info/239892256100781050/"
"みさき犬猫クリニック","ミサキイヌネコクリニック","Z265725__獣医師/Z426150__動物病院/","神戸市兵庫区 御崎公園駅の動物病院
みさき犬猫クリニック","兵庫県神戸市兵庫区吉田町１丁目","078-651-2777","http://www.misaki-dcc.jp/","https://itp.ne.jp/info/281473954146060350/"
"まつだ動物病院","マツダドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","往診　入院可
駐車場有　日・祝日夜７時迄診療","兵庫県伊丹市南野北１丁目","072-772-9912","","https://itp.ne.jp/info/280325326149330060/"
"新宿犬猫病院","アラジユクイヌネコビヨウイン","Z265725__獣医師/Z426150__動物病院/","川越市の動物病院　土曜・日曜・祝日診療
&nbsp;","埼玉県川越市新宿町６丁目","049-242-0704","","https://itp.ne.jp/info/113862774200000899/"
"マオキャットクリニック","マオキャットクリニック","Z265725__獣医師/Z426150__動物病院/","★猫専門★
春日部浜川戸
&nbsp;","埼玉県春日部市浜川戸２丁目","048-763-5628","http://www.mao-catclinic.com/","https://itp.ne.jp/info/119874625176531130/"
"はやし動物病院","ハヤシドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","千葉県成田市の動物病院
トリミング可／ペットホテル併設","千葉県成田市ウイング土屋","0476-22-3386","http://www.hayashi-animal.com/","https://itp.ne.jp/info/124030044104431280/"
"青木動物病院","アオキドウブツビョウイン","Z265725__獣医師/Z426150__動物病院/","いつも元気で、ずっといっしょにいたいから！　
佐倉市の動物病院","千葉県佐倉市大崎台１丁目","043-486-1050","","https://itp.ne.jp/info/124222608118760430/"
